role_code;role_name;official_company_name;mp_id;datalake_company_name;datalake_rics;datalake_relation_number;datalake_country;match_method;match_score;match_status;manual_review;approved_active_flag;alternative_1;alternative_1_score;alternative_2;alternative_2_score;alternative_3;alternative_3_score;manual_comment;source_line_no
ANU_VENS;ANu-vEns (Nutzer) im Bahnstromnetz;Mindener Kreisbahnen GmbH;1900100301002;Mindener Kreisbahnen GmbH;4177;;Germany;AUTO_EXACT;100.0;APPROVED_AUTO;N;Y;;;;;;;;88
ANU_VENS;ANu-vEns (Nutzer) im Bahnstromnetz;UEF Eisenbahn-Verkehrsgesellschaft mbH;1900100301010;UEF Eisenbahn-Verkehrsgesellschaft mbH;4211;;Germany;AUTO_EXACT;100.0;APPROVED_AUTO;N;Y;;;;;;;;89
ANU_VENS;ANu-vEns (Nutzer) im Bahnstromnetz;BTE BahnTouristikExpress GmbH;1900100301028;BTE BahnTouristikExpress GmbH;3510;;Germany;AUTO_EXACT;100.0;APPROVED_AUTO;N;Y;;;;;;;;90
ANU_VENS;ANu-vEns (Nutzer) im Bahnstromnetz;RailAdventure GmbH;1900100301036;RailAdventure GmbH;4191;;Germany;AUTO_EXACT;100.0;APPROVED_AUTO;N;Y;;;;;;;;91
ANU_VENS;ANu-vEns (Nutzer) im Bahnstromnetz;Raildox GmbH & Co.KG;1900100301044;Raildox GmbH & Co. KG;3262;;Germany;AUTO_EXACT;100.0;APPROVED_AUTO;N;Y;;;;;;;;92
ANU_VENS;ANu-vEns (Nutzer) im Bahnstromnetz;Erfurter Bahnservice Gesellschaft mbH;1900100301052;EBS - Erfurter Bahnservice GmbH;;;Germany;PROPOSED_LOW;90.9;REVIEW_REQUIRED;Y;N;Erfurter Bahnservice GmbH;88.9;ESG Eisenbahn Service Gesellschaft mbH;80.0;GEVD Gesellschaft für V. mbH;74.4;;93
ANU_VENS;ANu-vEns (Nutzer) im Bahnstromnetz;ELV - Eisenbahnlogistik Vienenburg;1900100301060;Eisenbahnlogistik Vienenburg;3566;;Germany;AUTO_COSMETIC;100.0;APPROVED_AUTO;N;Y;;;;;;;;94
ANU_VENS;ANu-vEns (Nutzer) im Bahnstromnetz;Eisenbahngesellschaft Potsdam mbH;1900100301078;Eisenbahngesellschaft Potsdam mbH;3384;;Germany;AUTO_EXACT;100.0;APPROVED_AUTO;N;Y;;;;;;;;95
ANU_VENS;ANu-vEns (Nutzer) im Bahnstromnetz;ecco rail GmbH;1900100301086;Ecco-rail GmbH;3300;514 01617;Austria;AUTO_EXACT;100.0;APPROVED_AUTO;N;Y;;;;;;;;96
ANU_VENS;ANu-vEns (Nutzer) im Bahnstromnetz;CER Cargo Traction GmbH;1900100301094;CER Cargo d.o.o.a;3676;;Croatia;PROPOSED_MEDIUM;81.8;REVIEW_REQUIRED;Y;N;Aicher Cargo GmbH;74.1;DB Cargo BTT GmbH;74.1;CD Cargo Austria GmbH;72.7;;97
ANU_VENS;ANu-vEns (Nutzer) im Bahnstromnetz;Schweerbau Logistik GmbH;1900100301101;BBL Logistik GmbH;4099;;Germany;PROPOSED_LOW;86.7;REVIEW_REQUIRED;Y;N;HSL Logistik GmbH;86.7;IDS Logistik GmbH;86.7;ELBA Logistik GmbH;83.9;;98
ANU_VENS;ANu-vEns (Nutzer) im Bahnstromnetz;Maik Ampft Eisenbahndienstleistungen;1900100301127;MZ Eisenbahndienstleistungen GmbH;3993;;Germany;PROPOSED_HIGH;94.3;REVIEW_REQUIRED;Y;N;Mobile Eisenbahndienstleistungen (M-EDL);87.7;Heinrichsmeyer Eisenbahndienstleistungen UB;82.0;Flex Bahndienstleistungen GmbH;72.1;;99
ANU_VENS;ANu-vEns (Nutzer) im Bahnstromnetz;Bayerischer Localbahn Verein e.V.;1900100301135;Bayerische CargoBahn GmbH;3192;;Germany;PROPOSED_LOW;70.8;REVIEW_REQUIRED;Y;N;Bayerische Regiobahn GmbH;67.9;Bayerische Oberlandbahn GmbH;66.7;Augsburger Localbahn GmbH;62.5;;100
