run_id;loco_no;performing_ru;coverage_date;coverage_pct;assigned_minutes;unresolved_gap_minutes;overlap_minutes;error_findings;manual_review_findings;gate_status;gate_reason;exact_overlap_seconds;exact_overlap_minutes
RUN_20260621_191259;91806186945-2;LTE DE - LTE Germany GmbH;2026-06-19;75.79;1080;345;0;0;1;BLOCKED;Manual Reviews=1 | Nicht exportfähige Movements=1 | Ungeklärte GAP-Minuten=345 | INFO-Findings=2;0;0.0
RUN_20260621_191259;91806189804-8;LTE DE - LTE Germany GmbH;2026-06-19;75.0;135;45;0;0;0;WARNING;Ungeklärte GAP-Minuten=45 | INFO-Findings=1;0;0.0
RUN_20260621_191259;91806189806-3;LTE DE - LTE Germany GmbH;2026-06-19;79.0;1185;315;0;0;0;WARNING;Ungeklärte GAP-Minuten=315 | INFO-Findings=2;0;0.0
RUN_20260621_191259;91806192999-1;LTE DE - LTE Germany GmbH;2026-06-19;89.42;1395;165;0;0;0;WARNING;Ungeklärte GAP-Minuten=165 | INFO-Findings=2;0;0.0
RUN_20260621_191259;91806193221-9;LTE DE - LTE Germany GmbH;2026-06-19;100.0;105;0;0;0;0;READY;"";0;0.0
RUN_20260621_191259;91806193272-2;LTE DE - LTE Germany GmbH;2026-06-19;100.0;1440;0;0;0;0;READY;"";0;0.0
RUN_20260621_191259;91806193374-6;LTE DE - LTE Germany GmbH;2026-06-19;89.06;855;105;0;0;0;WARNING;Ungeklärte GAP-Minuten=105 | INFO-Findings=1;0;0.0
RUN_20260621_191259;91806193377-9;LTE DE - LTE Germany GmbH;2026-06-19;100.0;870;0;0;0;0;READY;"";0;0.0
RUN_20260621_191259;91806193386-0;LTE DE - LTE Germany GmbH;2026-06-19;92.78;1350;105;0;0;0;WARNING;Ungeklärte GAP-Minuten=105 | INFO-Findings=1;0;0.0
RUN_20260621_191259;91806193512-1;LTE DE - LTE Germany GmbH;2026-06-19;93.48;645;45;0;0;0;WARNING;Ungeklärte GAP-Minuten=45 | INFO-Findings=1;0;0.0
RUN_20260621_191259;91806193627-7;LTE DE - LTE Germany GmbH;2026-06-19;93.94;930;60;0;0;0;WARNING;Ungeklärte GAP-Minuten=60 | INFO-Findings=1;0;0.0
RUN_20260621_191259;91806193634-3;LTE DE - LTE Germany GmbH;2026-06-19;75.79;1080;345;0;0;1;BLOCKED;Manual Reviews=1 | Nicht exportfähige Movements=1 | Ungeklärte GAP-Minuten=345 | INFO-Findings=2;0;0.0
RUN_20260621_191259;91806193697-0;LTE DE - LTE Germany GmbH;2026-06-19;100.0;1440;0;0;0;0;READY;"";0;0.0
RUN_20260621_191259;91806193754-9;LTE DE - LTE Germany GmbH;2026-06-19;100.0;1440;0;0;0;0;READY;"";0;0.0
RUN_20260621_191259;91806193803-4;LTE DE - LTE Germany GmbH;2026-06-19;100.0;1440;0;0;0;0;READY;"";0;0.0
RUN_20260621_191259;91806193805-9;LTE DE - LTE Germany GmbH;2026-06-19;100.0;405;0;0;0;0;READY;"";0;0.0
RUN_20260621_191259;91806193868-7;LTE DE - LTE Germany GmbH;2026-06-19;100.0;660;0;0;0;0;READY;"";0;0.0
RUN_20260621_191259;91806193959-4;LTE DE - LTE Germany GmbH;2026-06-19;79.0;1185;315;0;0;0;WARNING;Ungeklärte GAP-Minuten=315 | INFO-Findings=2;0;0.0
RUN_20260621_191259;91807193886-7;LTE DE - LTE Germany GmbH;2026-06-19;94.74;540;30;0;0;0;WARNING;Ungeklärte GAP-Minuten=30 | INFO-Findings=1;0;0.0
RUN_20260621_191259;91515370035-5;LTE NL - LTE Netherlands B.V.;2026-06-19;94.23;735;45;0;0;0;WARNING;Ungeklärte GAP-Minuten=45 | INFO-Findings=1;0;0.0
RUN_20260621_191259;91515370037-1;LTE NL - LTE Netherlands B.V.;2026-06-19;83.82;855;165;0;0;0;WARNING;Ungeklärte GAP-Minuten=165 | INFO-Findings=2;0;0.0
RUN_20260621_191259;91547383019-7;LTE NL - LTE Netherlands B.V.;2026-06-19;100.0;375;0;0;0;0;READY;"";0;0.0
RUN_20260621_191259;91806186941-1;LTE NL - LTE Netherlands B.V.;2026-06-19;96.94;1425;45;0;0;0;WARNING;Ungeklärte GAP-Minuten=45 | INFO-Findings=1;0;0.0
RUN_20260621_191259;91806186942-9;LTE NL - LTE Netherlands B.V.;2026-06-19;24.39;150;465;0;1;0;BLOCKED;ERROR-Findings=1 | GAPs über 8h=1 | Ungeklärte GAP-Minuten=465 | INFO-Findings=1;0;0.0
RUN_20260621_191259;91806186944-5;LTE NL - LTE Netherlands B.V.;2026-06-19;80.21;1155;285;0;0;0;WARNING;Ungeklärte GAP-Minuten=285 | INFO-Findings=3;0;0.0
RUN_20260621_191259;91806189201-7;LTE NL - LTE Netherlands B.V.;2026-06-19;100.0;195;0;0;0;0;READY;"";0;0.0
RUN_20260621_191259;91806193042-9;LTE NL - LTE Netherlands B.V.;2026-06-19;100.0;600;0;0;0;0;READY;"";0;0.0
