run_id;loco_no;coverage_date;performing_rus;performing_ru_count;in_report_movement_rows;assignment_slot_count;assigned_minutes;relevant_gap_slot_count;unresolved_gap_minutes;overlap_slot_count;overlap_minutes;expected_scope_slot_count;coverage_pct;relevant_gap_rows;long_gap_rows;max_gap_minutes;error_findings;manual_review_findings;warning_findings;info_findings;finding_rule_ids;export_ready_movement_rows;not_export_ready_movement_rows;gate_status;gate_reason;exact_overlap_seconds;exact_overlap_minutes
RUN_20260621_191259;91807193909-7;2026-06-21;"";0;1;0;0;0;0;0;0;0;0.0;0;0;0;0;0;0;0;"";0;0;READY;"";0;0.0
RUN_20260621_191259;90802019402-7;2026-06-20;LTE DE - LTE Germany GmbH;1;3;3;45;8;120;0;0;11;27.27;1;0;302;0;0;0;0;"";3;0;WARNING;Ungeklärte GAP-Minuten=120;0;0.0
RUN_20260621_191259;90802159259-1;2026-06-20;LTE DE - LTE Germany GmbH;1;5;8;120;0;0;0;0;8;100.0;0;0;0;0;0;0;0;"";5;0;READY;"";0;0.0
RUN_20260621_191259;91515370035-5;2026-06-20;LTE NL - LTE Netherlands B.V.;1;4;81;1215;0;0;0;0;81;100.0;0;0;0;0;0;0;0;"";4;0;READY;"";0;0.0
RUN_20260621_191259;91515370037-1;2026-06-20;LTE NL - LTE Netherlands B.V.;1;2;62;930;0;0;0;0;62;100.0;0;0;0;0;0;0;0;"";2;0;READY;"";0;0.0
RUN_20260621_191259;91515370068-6;2026-06-20;LTE DE - LTE Germany GmbH;1;3;10;150;66;990;0;0;76;13.16;2;1;975;0;0;0;2;R010.5, R003;2;0;BLOCKED;GAPs über 8h=1 | Ungeklärte GAP-Minuten=990 | INFO-Findings=2;0;0.0
RUN_20260621_191259;91515370164-3;2026-06-20;"";0;2;0;0;9;135;0;0;9;0.0;1;0;114;0;1;0;1;R010.5, R003;1;1;BLOCKED;Manual Reviews=1 | Nicht exportfähige Movements=1 | Ungeklärte GAP-Minuten=135 | INFO-Findings=1;0;0.0
RUN_20260621_191259;91806185243-3;2026-06-20;LTE AT - LTE Austria GmbH | LTE DE - LTE Germany GmbH;2;2;11;165;5;75;0;0;16;68.75;2;0;37;0;0;0;2;R010.5;2;0;WARNING;Ungeklärte GAP-Minuten=75 | INFO-Findings=2;0;0.0
RUN_20260621_191259;91806185294-6;2026-06-20;LTE DE - LTE Germany GmbH | LTE AT - LTE Austria GmbH;2;15;61;915;0;0;0;0;61;100.0;0;0;0;0;0;0;0;"";15;0;READY;"";0;0.0
RUN_20260621_191259;91806185318-3;2026-06-20;LTE DE - LTE Germany GmbH | LTE AT - LTE Austria GmbH;2;11;58;870;12;180;0;0;70;82.86;2;0;109;0;0;0;3;R003, R010.5;10;0;WARNING;Ungeklärte GAP-Minuten=180 | INFO-Findings=3;0;0.0
RUN_20260621_191259;91806185344-9;2026-06-20;LTE AT - LTE Austria GmbH;1;1;1;15;3;45;0;0;4;25.0;1;0;54;0;0;0;0;"";1;0;WARNING;Ungeklärte GAP-Minuten=45;0;0.0
RUN_20260621_191259;91806185346-4;2026-06-20;LTE AT - LTE Austria GmbH | LTE DE - LTE Germany GmbH;2;10;72;1080;8;120;2;30;80;90.0;2;0;46;0;0;0;2;R010.5;10;0;BLOCKED;Overlap-Minuten=30 | Ungeklärte GAP-Minuten=120 | INFO-Findings=2 | Tatsaechliche Ueberschneidung=22.0 Minuten;1320;22.0
RUN_20260621_191259;91806186941-1;2026-06-20;LTE PL - LTE Polska Spółka z o.o. | LTE NL - LTE Netherlands B.V.;2;5;33;495;0;0;0;0;33;100.0;0;0;0;0;0;0;0;"";5;0;READY;"";0;0.0
